,brand,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
1700,Maruti,2015,409999,18500,Petrol,Individual,Manual,1,20.51,998.0,67.04,5.0
1701,Mahindra,2016,625000,120000,Diesel,Individual,Manual,1,18.49,1493.0,100.0,7.0
1702,Renault,2015,290000,15200,Petrol,Individual,Manual,1,25.17,799.0,53.3,5.0
1703,Honda,2015,500000,35000,Petrol,Individual,Manual,1,17.3,1497.0,117.3,7.0
1704,Hyundai,2011,475000,80000,Diesel,Individual,Manual,1,22.32,1582.0,126.32,5.0
1705,Hyundai,2013,190000,70000,Petrol,Individual,Manual,1,21.1,814.0,55.2,5.0
1706,Mahindra,2014,750000,80000,Diesel,Individual,Manual,2,15.1,2179.0,140.0,7.0
1707,Nissan,2014,525000,120000,Diesel,Individual,Manual,2,19.01,1461.0,108.5,5.0
1708,Chevrolet,2012,495000,82000,Diesel,Individual,Manual,3,17.3,1998.0,163.7,5.0
1709,Jaguar,2017,2625000,9000,Diesel,Dealer,Automatic,1,13.6,1999.0,177.0,5.0
1710,Lexus,2019,5150000,20000,Petrol,Dealer,Automatic,1,22.37,2487.0,214.56,5.0
1711,Jaguar,2017,3200000,45000,Diesel,Dealer,Automatic,1,19.33,1999.0,177.0,5.0
1712,Tata,2015,503000,110000,Diesel,Individual,Manual,1,14.1,2179.0,147.94,7.0
1713,Volvo,2019,3800000,20000,Diesel,Individual,Automatic,1,18.0,1969.0,190.0,5.0
1714,Toyota,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,1,19.16,2494.0,157.7,5.0
1715,Maruti,2013,225000,58343,Petrol,Trustmark Dealer,Manual,1,21.79,998.0,67.05,5.0
1716,Maruti,2018,740000,38817,Diesel,Dealer,Manual,1,27.39,1248.0,74.0,5.0
1717,Honda,2016,550000,56494,Petrol,Trustmark Dealer,Manual,1,18.2,1199.0,88.7,5.0
1718,Toyota,2013,750000,79328,Diesel,Trustmark Dealer,Manual,2,12.99,2494.0,100.6,7.0
1719,Maruti,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,1,22.0,1197.0,81.8,5.0
1720,Toyota,2017,625000,25538,Petrol,Trustmark Dealer,Manual,1,16.78,1496.0,88.73,5.0
1721,Maruti,2018,600000,69779,Petrol,Dealer,Automatic,1,22.0,1197.0,81.8,5.0
1722,Hyundai,2017,450000,56290,Diesel,Dealer,Manual,1,24.0,1186.0,73.97,5.0
1723,BMW,2019,5400000,7500,Diesel,Dealer,Automatic,1,16.78,1995.0,190.0,5.0
1724,BMW,2019,5500000,8500,Diesel,Dealer,Automatic,1,16.78,1995.0,190.0,5.0
1725,Honda,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,1,19.0,1199.0,88.76,5.0
1726,Skoda,2016,645000,11000,Petrol,Dealer,Automatic,1,14.3,1598.0,103.5,5.0
1727,Volvo,2018,2475000,2000,Diesel,Dealer,Automatic,1,16.8,1984.0,150.0,5.0
1728,Honda,2010,321000,60000,Petrol,Individual,Automatic,2,16.8,1497.0,118.0,5.0
1729,Toyota,2017,585000,50000,Petrol,Individual,Manual,1,17.71,1197.0,78.9,5.0
1730,Ford,2011,225000,70000,Diesel,Individual,Manual,1,20.0,1399.0,68.0,5.0
1731,Honda,2017,500000,70000,Diesel,Individual,Manual,1,25.8,1498.0,98.6,5.0
1732,Hyundai,2011,350000,90000,Diesel,Individual,Manual,3,23.0,1396.0,90.0,5.0
1733,Maruti,2016,756000,70000,Diesel,Individual,Manual,2,24.52,1248.0,88.5,7.0
1734,Maruti,2014,240000,50000,Petrol,Individual,Manual,1,22.74,796.0,47.3,5.0
1735,Maruti,2012,80000,120000,Petrol,Individual,Manual,2,19.7,796.0,35.0,8.0
1736,Hyundai,2019,800000,5000,Petrol,Individual,Manual,1,17.19,1197.0,81.86,5.0
1737,Tata,2018,1250000,25000,Diesel,Individual,Manual,1,17.6,2179.0,147.94,7.0
1738,Mahindra,2009,320000,80000,Diesel,Individual,Manual,3,12.05,2179.0,120.0,7.0
1739,Hyundai,2017,509999,25000,Petrol,Individual,Manual,1,18.9,1197.0,82.0,5.0
1740,Tata,2019,650000,15000,Diesel,Individual,Manual,1,22.95,1248.0,74.0,5.0
1741,Maruti,2011,210000,35000,Petrol,Individual,Manual,2,20.92,998.0,67.1,5.0
1742,Maruti,2008,110000,80000,Petrol,Individual,Manual,2,19.7,796.0,46.3,5.0
1743,Tata,2017,665000,25000,Diesel,Individual,Manual,1,21.5,1497.0,108.5,5.0
1744,Volkswagen,2017,555000,52000,Diesel,Individual,Manual,1,21.66,1498.0,108.62,5.0
1745,Volkswagen,2017,560000,52000,Diesel,Individual,Manual,1,21.66,1498.0,108.62,5.0
1746,Mahindra,2016,375000,80000,Diesel,Individual,Manual,1,25.32,1198.0,77.0,6.0
1747,Maruti,2011,290000,77000,Diesel,Individual,Manual,2,,,,
1748,Toyota,2017,2950000,50000,Diesel,Individual,Automatic,1,15.04,2755.0,174.5,7.0
1749,Maruti,2017,605000,127000,Diesel,Individual,Manual,1,28.4,1248.0,74.02,5.0
1750,Honda,2017,720000,30000,Petrol,Individual,Manual,1,17.5,1199.0,88.7,5.0
1751,Maruti,2017,800000,70000,Diesel,Individual,Manual,1,24.52,1248.0,88.5,7.0
1752,Mahindra,2017,1325000,54000,Diesel,Individual,Manual,1,16.0,2179.0,140.0,7.0
1753,Mitsubishi,2011,625000,120000,Diesel,Individual,Manual,2,10.5,2835.0,116.9,6.0
1754,Hyundai,2011,350000,116500,Diesel,Individual,Manual,1,23.0,1396.0,90.0,5.0
1755,Toyota,2012,600000,145000,Diesel,Individual,Manual,2,12.99,2494.0,100.0,8.0
1756,Hyundai,2012,300000,120000,Petrol,Individual,Manual,1,18.5,1197.0,82.85,5.0
1757,Tata,2011,240000,120000,Diesel,Individual,Manual,1,13.93,2179.0,138.1,7.0
1758,Ford,2016,377000,80000,Diesel,Individual,Manual,1,25.83,1498.0,99.0,5.0
1759,Maruti,2013,450000,140000,Petrol,Individual,Manual,1,16.02,1373.0,93.7,7.0
1760,Hyundai,2008,160000,100000,Petrol,Individual,Manual,4,13.9,1599.0,103.2,5.0
1761,Hyundai,2019,525000,100000,Petrol,Individual,Manual,1,20.14,1197.0,81.86,5.0
1762,Toyota,2011,550000,168000,Diesel,Individual,Manual,2,12.8,2494.0,102.0,8.0
1763,Chevrolet,2010,270000,120000,Diesel,Individual,Manual,3,18.3,1991.0,147.9,5.0
1764,Toyota,2016,570000,145000,Diesel,Individual,Manual,2,23.59,1364.0,67.05,5.0
1765,Ford,2011,225000,90000,Diesel,Individual,Manual,2,20.0,1399.0,68.0,5.0
1766,Hyundai,2019,590000,90000,Petrol,Individual,Manual,1,20.14,1197.0,81.86,5.0
1767,Jeep,2018,1675000,80000,Diesel,Individual,Manual,1,17.1,1956.0,170.0,5.0
1768,Ford,2019,800000,33000,Petrol,Dealer,Manual,1,19.4,1194.0,94.93,5.0
1769,Chevrolet,2014,450000,13500,Petrol,Individual,Manual,1,18.2,1199.0,82.4,5.0
1770,Tata,2012,300000,80000,Diesel,Individual,Manual,1,17.0,1405.0,70.0,5.0
1771,Hyundai,2017,645000,20000,Petrol,Individual,Manual,1,18.6,1197.0,81.83,5.0
1772,Maruti,2013,520000,58000,Diesel,Individual,Manual,1,23.4,1248.0,74.0,5.0
1773,Hyundai,2013,200000,40000,Petrol,Individual,Manual,1,21.1,814.0,55.2,5.0
1774,Honda,2015,700000,30000,Petrol,Individual,Manual,1,17.4,1497.0,117.3,5.0
1775,Maruti,2000,45000,50000,Petrol,Individual,Manual,2,16.1,796.0,37.0,4.0
1776,Ford,2016,459999,73000,Diesel,Individual,Manual,1,25.83,1498.0,99.0,5.0
1777,Maruti,2014,325000,90000,Diesel,Individual,Manual,2,23.2,1248.0,73.94,5.0
1778,Maruti,2015,350000,50000,Petrol,Individual,Manual,2,20.51,998.0,67.04,5.0
1779,Hyundai,2011,440000,80000,Diesel,Individual,Manual,3,22.32,1582.0,126.3,5.0
1780,Hyundai,2011,320000,70000,Diesel,Individual,Manual,2,21.9,1396.0,90.0,5.0
1781,Chevrolet,2011,169000,41000,Petrol,Individual,Manual,1,18.0,995.0,62.0,5.0
1782,Volkswagen,2013,350000,50000,Petrol,Individual,Manual,4,16.47,1198.0,73.9,5.0
1783,Ford,2014,350000,113226,Diesel,Dealer,Manual,1,19.68,1399.0,67.0,5.0
1784,Ford,2013,310000,90000,Diesel,Individual,Manual,2,20.0,1399.0,68.1,5.0
1785,Maruti,2007,150000,70000,Petrol,Individual,Manual,3,,,,
1786,Mahindra,2010,420000,160500,Diesel,Individual,Manual,4,13.5,2179.0,115.0,5.0
1787,Maruti,2015,685000,30000,Petrol,Individual,Automatic,1,19.12,1373.0,91.1,5.0
1788,Renault,2014,560000,132000,Diesel,Individual,Manual,2,19.72,1461.0,108.45,5.0
1789,Maruti,2013,470000,120000,Diesel,Individual,Manual,3,22.9,1248.0,74.0,5.0
1790,Hyundai,2011,380000,80000,Petrol,Individual,Manual,2,16.2,1599.0,103.2,5.0
1791,Mahindra,2015,670000,57000,Diesel,Individual,Manual,2,15.4,1997.0,120.0,7.0
1792,Maruti,2018,550000,5000,Petrol,Individual,Manual,1,22.0,1197.0,81.8,5.0
1793,Hyundai,2016,749000,25000,Petrol,Individual,Manual,1,17.01,1591.0,121.3,5.0
1794,Hyundai,2015,899000,80000,Diesel,Individual,Manual,2,19.67,1582.0,126.2,5.0
1795,Chevrolet,2011,290000,88000,Diesel,Individual,Manual,3,16.52,1991.0,123.7,5.0
1796,Toyota,2014,869999,217000,Diesel,Individual,Manual,2,12.99,2494.0,100.6,7.0
1797,Datsun,2015,350000,60000,Petrol,Individual,Manual,1,20.62,1198.0,67.0,7.0
1798,Maruti,2017,500000,43000,Petrol,Individual,Manual,1,20.85,1197.0,83.14,5.0
1799,Skoda,2014,400000,77000,Diesel,Individual,Automatic,2,21.66,1498.0,103.6,5.0
1800,Renault,2016,260000,30000,Petrol,Individual,Manual,1,25.17,799.0,53.3,5.0
1801,Maruti,2015,220000,40000,Petrol,Individual,Manual,2,22.74,796.0,47.3,5.0
1802,Chevrolet,2014,190000,139000,Diesel,Individual,Manual,2,18.2,1248.0,73.8,8.0
1803,Hyundai,2016,400000,80000,Petrol,Individual,Manual,1,18.9,1197.0,82.0,5.0
1804,Chevrolet,2014,170000,76000,Diesel,Individual,Manual,2,25.44,936.0,56.3,5.0
1805,Hyundai,2019,650000,3500,Petrol,Individual,Manual,1,18.6,1197.0,81.86,5.0
1806,Maruti,2007,60000,62000,Petrol,Individual,Manual,2,16.1,796.0,37.0,4.0
1807,Tata,2007,300000,110000,Petrol,Individual,Manual,2,12.0,2092.0,127.0,7.0
1808,Chevrolet,2012,125000,40000,Petrol,Individual,Manual,2,16.2,995.0,62.1,5.0
1809,Tata,2013,130000,120000,Diesel,Individual,Manual,2,,,,
1810,Mahindra,2012,500000,1500000,Diesel,Individual,Manual,1,15.1,2179.0,140.0,7.0
1811,Maruti,2011,170000,70000,Petrol,Individual,Manual,3,19.7,796.0,46.3,5.0
1812,Maruti,2012,310000,77000,Diesel,Individual,Manual,2,19.3,1248.0,73.9,5.0
1813,Chevrolet,2011,130000,110000,Petrol,Individual,Manual,2,18.0,995.0,62.0,5.0
1814,Maruti,2016,465000,20000,Petrol,Individual,Manual,1,20.51,998.0,67.04,5.0
1815,Mahindra,1995,160000,90000,Diesel,Individual,Manual,3,,,,
1816,Mercedes-Benz,2005,800000,120005,Diesel,Individual,Automatic,2,11.0,2987.0,198.5,5.0
1817,Maruti,2012,260000,16830,Petrol,Individual,Manual,1,20.2,998.0,67.1,5.0
1818,Mahindra,2013,500000,70000,Diesel,Individual,Manual,1,15.96,2523.0,63.0,9.0
1819,Renault,2017,325000,38000,Petrol,Individual,Manual,1,23.01,999.0,67.0,5.0
1820,Mahindra,2013,400000,80000,Diesel,Individual,Manual,1,15.96,2523.0,63.0,9.0
1821,Toyota,2018,3200000,50000,Diesel,Individual,Manual,1,14.24,2755.0,174.5,7.0
1822,Tata,2007,200000,50000,Diesel,Individual,Manual,1,17.88,1396.0,52.8,5.0
1823,Mahindra,2013,450000,52000,Diesel,Individual,Manual,1,17.21,1493.0,100.0,7.0
1824,Tata,2012,229999,50000,Diesel,Individual,Manual,1,17.0,1405.0,70.0,5.0
1825,Hyundai,2016,340000,30000,Petrol,Individual,Manual,1,21.1,814.0,55.2,5.0
1826,Mahindra,2014,550000,103000,Diesel,Individual,Manual,1,15.96,2523.0,62.1,7.0
1827,Ford,2011,975000,93468,Diesel,Individual,Automatic,2,11.4,2953.0,153.86,7.0
1828,Volvo,2019,3800000,20000,Diesel,Individual,Automatic,1,18.0,1969.0,190.0,5.0
1829,Volkswagen,2010,225000,80000,Petrol,Individual,Manual,2,14.0,1595.0,102.0,5.0
1830,Ford,2018,3250000,12000,Diesel,Individual,Automatic,1,10.91,3198.0,197.0,7.0
1831,Tata,2013,280000,70000,Diesel,Individual,Manual,1,25.0,1396.0,69.0,5.0
1832,Honda,2019,700000,4500,Petrol,Individual,Manual,1,19.5,1199.0,88.76,5.0
1833,Tata,2012,259000,35000,Diesel,Individual,Manual,1,23.03,1396.0,69.0,5.0
1834,Toyota,2018,3200000,60000,Diesel,Individual,Automatic,1,15.04,2755.0,174.5,7.0
1835,Mahindra,2018,1400000,30000,Diesel,Individual,Manual,1,16.0,1997.0,140.0,7.0
1836,Ford,2015,416000,40000,Petrol,Individual,Automatic,1,17.01,1499.0,110.4,5.0
1837,Tata,2011,250000,70000,Diesel,Individual,Manual,1,19.0,1248.0,90.0,5.0
1838,Tata,2010,210000,120000,Diesel,Individual,Manual,1,21.12,1248.0,88.8,5.0
1839,Mahindra,2008,290000,120000,Diesel,Individual,Manual,2,12.05,2179.0,120.0,8.0
1840,Tata,2012,220000,90000,Diesel,Individual,Manual,1,23.03,1396.0,69.0,5.0
1841,Tata,2012,246000,35000,Diesel,Individual,Manual,2,23.03,1396.0,69.0,5.0
1842,Maruti,2018,260000,30000,Petrol,Individual,Manual,1,16.8,796.0,34.2,8.0
1843,Hyundai,2018,1050000,70000,Diesel,Individual,Manual,1,21.38,1396.0,88.7,5.0
1844,Tata,2012,290000,60000,Diesel,Individual,Manual,1,21.02,1248.0,88.76,5.0
1845,Tata,2013,310000,70000,Diesel,Individual,Manual,1,25.0,1396.0,69.0,5.0
1846,Hyundai,2018,700000,6000,Petrol,Individual,Manual,1,18.6,1197.0,81.83,5.0
1847,Maruti,2016,550000,20000,Petrol,Individual,Manual,1,20.4,1197.0,81.8,5.0
1848,Tata,2017,450000,70000,Diesel,Individual,Manual,1,19.09,1405.0,69.01,5.0
1849,Honda,2016,773000,65000,Petrol,Individual,Manual,1,17.8,1497.0,117.3,5.0
1850,Tata,2017,450000,25000,Petrol,Individual,Manual,1,23.84,1199.0,84.0,5.0
1851,Maruti,2019,409999,10000,Petrol,Individual,Manual,1,15.37,1196.0,73.0,5.0
1852,Maruti,2003,45000,35000,Petrol,Individual,Manual,4,16.1,796.0,37.0,4.0
1853,Nissan,2014,600000,80000,Petrol,Individual,Automatic,2,11.07,2496.0,179.5,5.0
1854,Chevrolet,2010,250000,63000,Petrol,Individual,Manual,1,18.6,1199.0,79.4,5.0
1855,Tata,2008,70000,100000,Diesel,Individual,Manual,1,16.8,1405.0,62.0,5.0
1856,Honda,2019,690000,1303,Petrol,Dealer,Manual,1,17.8,1198.0,86.7,5.0
1857,Audi,2018,3975000,31800,Diesel,Dealer,Automatic,1,17.01,1968.0,188.0,5.0
1858,Lexus,2019,5150000,20000,Petrol,Dealer,Automatic,1,22.37,2487.0,214.56,5.0
1859,Jaguar,2017,3200000,45000,Diesel,Dealer,Automatic,1,19.33,1999.0,177.0,5.0
1860,Jeep,2017,4100000,17000,Petrol,Individual,Automatic,1,9.5,3604.0,280.0,5.0
1861,Toyota,2018,1000000,4295,Petrol,Trustmark Dealer,Manual,1,17.1,1496.0,105.5,5.0
1862,Toyota,2018,1000000,5229,Petrol,Trustmark Dealer,Manual,1,17.1,1496.0,105.5,5.0
1863,Toyota,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,1,19.16,2494.0,157.7,5.0
1864,Maruti,2018,925000,23712,Diesel,Trustmark Dealer,Manual,1,28.09,1248.0,88.5,5.0
1865,Honda,2016,550000,56494,Petrol,Trustmark Dealer,Manual,1,18.2,1199.0,88.7,5.0
1866,Maruti,2018,430000,16589,Petrol,Trustmark Dealer,Manual,1,20.51,998.0,67.04,5.0
1867,Toyota,2013,750000,79328,Diesel,Trustmark Dealer,Manual,2,12.99,2494.0,100.6,7.0
1868,Honda,2016,675000,53201,Petrol,Trustmark Dealer,Manual,2,17.8,1497.0,117.3,5.0
1869,Maruti,2017,570000,25272,Petrol,Trustmark Dealer,Manual,1,21.01,1197.0,81.8,5.0
1870,Maruti,2017,850000,53619,Diesel,Trustmark Dealer,Manual,1,24.3,1248.0,88.5,5.0
1871,BMW,2019,5400000,7500,Diesel,Dealer,Automatic,1,16.78,1995.0,190.0,5.0
1872,BMW,2019,5500000,8500,Diesel,Dealer,Automatic,1,16.78,1995.0,190.0,5.0
1873,Honda,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,1,19.0,1199.0,88.76,5.0
1874,Ford,2018,640000,6001,Petrol,Dealer,Manual,1,15.9,1496.0,120.69,5.0
1875,Tata,2013,250000,80000,Diesel,Individual,Manual,1,19.09,1405.0,69.01,5.0
1876,Renault,2018,1250000,12000,Diesel,Individual,Manual,1,19.6,1461.0,108.45,5.0
1877,Ford,2017,889000,25000,Petrol,Individual,Manual,1,17.0,1497.0,121.31,5.0
1878,Hyundai,2017,750000,40000,Diesel,Individual,Manual,2,22.54,1396.0,88.73,5.0
1879,Maruti,2010,320000,130000,Diesel,Individual,Manual,3,17.8,1248.0,75.0,5.0
1880,Skoda,2011,600000,202000,Diesel,Individual,Manual,1,17.67,1968.0,138.08,5.0
1881,Maruti,2018,1000000,40000,Diesel,Individual,Manual,1,28.09,1248.0,88.5,5.0
1882,Maruti,2000,110000,70000,Petrol,Individual,Manual,4,17.3,993.0,60.0,5.0
1883,Honda,2008,250000,120000,Petrol,Individual,Manual,2,17.7,1497.0,78.0,5.0
1884,Maruti,2015,600000,60000,Diesel,Individual,Manual,1,26.59,1248.0,74.0,5.0
1885,Maruti,2009,165000,60000,Petrol,Individual,Manual,1,19.0,998.0,67.1,5.0
1886,Maruti,2004,118000,60000,Petrol,Individual,Manual,2,19.7,796.0,46.3,5.0
1887,Maruti,2016,700000,78000,Diesel,Individual,Manual,1,27.39,1248.0,74.0,5.0
1888,Renault,2013,585000,80000,Diesel,Individual,Manual,2,20.46,1461.0,83.8,5.0
1889,Maruti,2006,120000,120000,Petrol,Individual,Manual,4,19.7,796.0,46.3,5.0
1890,Maruti,2003,65000,90000,Petrol,Individual,Manual,4,16.1,796.0,37.0,4.0
1891,Maruti,2006,150000,100000,Petrol,Individual,Manual,2,19.7,796.0,46.3,5.0
1892,Maruti,2009,150000,70000,Petrol,Individual,Manual,4,19.7,796.0,46.3,5.0
1893,Hyundai,2004,170000,160000,Diesel,Individual,Manual,3,13.1,1493.0,82.0,5.0
1894,Mahindra,2006,250000,120000,Diesel,Individual,Manual,3,10.5,2179.0,120.0,8.0
1895,Hyundai,2005,100000,100000,Diesel,Individual,Manual,3,13.1,1493.0,82.0,5.0
1896,Maruti,2013,599000,60000,Diesel,Individual,Manual,2,20.77,1248.0,88.76,7.0
1897,Chevrolet,2010,250000,135000,Diesel,Individual,Manual,3,18.3,1991.0,147.9,5.0
1898,Maruti,2016,570000,90000,Petrol,Individual,Manual,1,20.4,1197.0,81.8,5.0
1899,Volkswagen,2013,440000,75000,Diesel,Individual,Manual,2,22.07,1199.0,73.9,5.0
1900,Toyota,2005,300000,185000,Diesel,Individual,Manual,2,11.4,2494.0,100.6,7.0
1901,Nissan,2015,300000,71717,Petrol,Individual,Automatic,2,19.34,1198.0,76.0,5.0
1902,Mahindra,2011,500000,150000,Diesel,Individual,Automatic,2,11.79,2179.0,120.0,8.0
1903,Maruti,2016,660000,55000,Diesel,Individual,Manual,1,26.59,1248.0,74.0,5.0
1904,Ford,2012,256000,90000,Petrol,Individual,Manual,2,15.3,1596.0,99.6,5.0
1905,Renault,2018,409999,35000,Petrol,Individual,Manual,1,23.01,999.0,67.0,5.0
1906,Toyota,2015,1888000,120000,Diesel,Individual,Manual,2,12.55,2982.0,168.5,7.0
1908,Honda,2009,280000,40000,Petrol,Individual,Automatic,3,12.9,1799.0,130.0,5.0
1909,Mahindra,2010,300000,100000,Diesel,Individual,Manual,1,13.0,2489.0,95.0,8.0
1910,Tata,2016,900000,120000,Diesel,Individual,Manual,1,14.1,2179.0,147.94,5.0
1911,Maruti,2014,190000,60000,Petrol,Individual,Manual,1,19.0,998.0,67.1,5.0
1912,Mahindra,2019,800000,2000,Diesel,Individual,Manual,1,15.96,2523.0,63.0,9.0
1913,Mahindra,2012,450000,100000,Diesel,Individual,Manual,1,14.0,2523.0,75.0,8.0
1914,Mahindra,2015,400000,110000,Diesel,Individual,Manual,1,14.95,2489.0,93.7,7.0
1915,Tata,2009,150000,90000,Diesel,Individual,Manual,2,13.93,2179.0,138.1,7.0
1916,Tata,2011,200000,84321,Diesel,Individual,Manual,1,23.57,1396.0,70.0,5.0
1917,Mahindra,2013,600000,177000,Diesel,Individual,Manual,1,15.1,2179.0,140.0,7.0
1918,Tata,2010,175000,60000,Diesel,Individual,Manual,1,18.0,1248.0,75.0,5.0
1919,Tata,2008,99000,205000,Diesel,Individual,Manual,2,19.09,1396.0,69.0,5.0
1920,Hyundai,2008,215000,70000,Petrol,Individual,Manual,2,20.36,1197.0,78.9,5.0
1921,Maruti,2011,190000,70000,Petrol,Individual,Manual,3,,,,
1922,Renault,2013,520000,126000,Diesel,Individual,Manual,2,19.01,1461.0,108.45,5.0
1923,Ford,2016,2280000,120000,Diesel,Individual,Automatic,2,10.91,3198.0,197.0,7.0
1924,Tata,2015,285000,70000,Diesel,Individual,Manual,1,19.1,1405.0,70.0,5.0
1925,Mahindra,2017,660000,82000,Diesel,Individual,Manual,1,18.49,1493.0,100.0,7.0
1926,Maruti,2004,31504,110000,Petrol,Individual,Manual,3,16.1,796.0,37.0,4.0
1927,Maruti,2015,515000,45000,Petrol,Individual,Manual,2,20.85,1197.0,83.14,5.0
1928,Nissan,2012,295000,70000,Diesel,Individual,Manual,2,21.64,1461.0,84.8,5.0
1929,Nissan,2015,700000,80000,Diesel,Individual,Manual,2,20.45,1461.0,83.8,5.0
1930,Mahindra,2017,1100000,45000,Diesel,Individual,Manual,1,15.4,2179.0,120.0,7.0
1931,Hyundai,2017,300000,60000,Petrol,Individual,Manual,1,20.3,998.0,68.05,5.0
1932,Maruti,2013,450000,41800,Petrol,Individual,Manual,1,18.6,1197.0,85.8,5.0
1933,Maruti,2010,135000,132000,Petrol,Individual,Manual,2,,,,
1934,Maruti,2017,700000,50000,Diesel,Individual,Manual,2,28.4,1248.0,74.02,5.0
1935,Ford,2012,250000,40000,Diesel,Individual,Manual,1,20.0,1399.0,68.0,5.0
1936,Maruti,2009,140000,96000,Petrol,Individual,Manual,2,18.9,1061.0,67.0,5.0
1937,Mahindra,2012,250000,117000,Diesel,Individual,Manual,1,14.0,2498.0,112.0,8.0
1938,Hyundai,2011,210000,110000,Petrol,Individual,Manual,2,19.81,1086.0,68.05,5.0
1939,Honda,2014,420000,100000,Diesel,Individual,Manual,2,25.8,1498.0,98.6,5.0
1940,Maruti,2007,130000,88700,Petrol,Individual,Manual,3,19.7,796.0,46.3,5.0
1941,Nissan,2012,320000,70000,Petrol,Individual,Manual,2,16.95,1498.0,97.7,5.0
1942,Maruti,2010,200000,110000,Petrol,Individual,Manual,2,17.3,1061.0,64.0,5.0
1943,Maruti,2016,310000,15000,Petrol,Individual,Manual,1,22.74,796.0,47.3,5.0
1944,Mahindra,2012,200000,80000,Diesel,Individual,Manual,2,20.8,1461.0,65.0,5.0
1945,Maruti,2014,350000,50000,Petrol,Individual,Manual,1,18.5,1197.0,85.8,5.0
1946,Hyundai,2018,444000,15000,Petrol,Individual,Manual,1,21.1,814.0,55.2,5.0
1947,Datsun,2017,300000,25000,Petrol,Individual,Manual,1,22.7,799.0,53.64,5.0
1948,Mahindra,2011,225000,57000,Diesel,Individual,Manual,2,21.0,1461.0,64.1,5.0
1949,Mahindra,2012,600000,75000,Diesel,Individual,Manual,1,15.96,2523.0,62.1,7.0
1950,Maruti,2013,260000,26000,Petrol,Individual,Manual,1,15.37,1196.0,73.0,5.0
1951,Hyundai,2015,375000,160000,Diesel,Individual,Manual,1,24.4,1120.0,71.01,5.0
1952,Maruti,2013,260000,26000,Petrol,Individual,Manual,1,15.37,1196.0,73.0,5.0
1953,Maruti,2010,150000,120000,Petrol,Individual,Manual,2,19.7,796.0,46.3,5.0
1954,Maruti,2014,110000,50000,Petrol,Individual,Manual,2,19.7,796.0,46.3,5.0
1955,Maruti,2012,225000,40000,Petrol,Individual,Manual,1,19.7,796.0,46.3,5.0
1956,Toyota,2011,400000,90000,Diesel,Individual,Manual,3,,,,
1957,Maruti,2005,93000,120000,Petrol,Individual,Manual,3,,,,
1958,Honda,2017,860000,28000,Petrol,Individual,Manual,1,17.8,1497.0,117.3,5.0
1959,Maruti,2018,650000,50000,Diesel,Individual,Manual,1,28.4,1248.0,74.02,5.0
1960,Maruti,2014,650000,90000,Diesel,Individual,Manual,1,20.77,1248.0,88.8,7.0
1961,Hyundai,2016,710000,40000,Diesel,Individual,Manual,1,24.8,1396.0,88.7,5.0
1962,Ford,2017,430000,113000,Diesel,Individual,Manual,1,25.83,1498.0,99.0,5.0
1963,Maruti,2011,305000,188000,Diesel,Individual,Manual,2,17.8,1248.0,75.0,5.0
1964,Ford,2011,220000,100000,Diesel,Individual,Manual,1,20.0,1399.0,68.0,5.0
1965,Tata,2010,150000,225000,Diesel,Individual,Manual,3,14.0,1948.0,90.0,9.0
1966,Mahindra,2017,660000,67000,Diesel,Individual,Manual,2,18.49,1493.0,100.0,7.0
1967,Chevrolet,2011,140000,70000,Diesel,Individual,Manual,4,25.44,936.0,57.6,5.0
1968,Toyota,2015,1100000,50000,Petrol,Individual,Manual,1,14.28,1798.0,138.03,5.0
1969,Jaguar,2013,2450000,60000,Diesel,Individual,Automatic,1,16.36,2179.0,187.7,5.0
1970,Volkswagen,2017,625000,34000,Diesel,Individual,Automatic,1,22.0,1498.0,108.495,5.0
1971,Honda,2004,198000,110000,Petrol,Individual,Manual,3,12.8,1493.0,100.0,5.0
1972,Hyundai,2001,60000,71000,Petrol,Individual,Manual,2,,,,
1973,Maruti,2005,130000,140000,Petrol,Individual,Manual,2,18.9,998.0,67.1,5.0
1974,Honda,2012,540000,100000,Petrol,Individual,Manual,2,16.8,1497.0,116.3,5.0
1975,Hyundai,2017,550000,10000,Petrol,Individual,Automatic,1,18.9,1197.0,81.86,5.0
1976,Maruti,2018,475000,30000,Petrol,Individual,Manual,1,21.63,998.0,67.04,5.0
1977,Audi,2017,2825000,22000,Diesel,Dealer,Automatic,1,15.73,1968.0,174.33,5.0
1978,Honda,2020,2125000,5500,Diesel,Dealer,Manual,1,26.8,1597.0,118.0,5.0
1979,BMW,2018,3350000,18000,Diesel,Dealer,Automatic,1,19.62,1998.0,190.0,5.0
1980,Toyota,2018,1800000,20000,Diesel,Dealer,Automatic,1,11.36,2755.0,171.5,8.0
1981,Hyundai,2018,540000,7000,Petrol,Dealer,Manual,1,20.3,1086.0,68.0,5.0
1982,Force,2018,910000,20000,Diesel,Dealer,Manual,1,17.0,2596.0,80.8,5.0
1983,Maruti,2019,484999,4875,Petrol,Dealer,Manual,1,21.63,998.0,67.04,5.0
